index,titulo_y,ubicacion_y,precio_num,habitaciones_num,baños_num,metros_num,superficie_construida_num,superficie_util_num,link,url,lat,lon
112,Piso en Avenida de Concha Espina,Hispanoamérica (Distrito Chamartín. Madrid Capital),2200.0,3.0,2.0,118.0,118.0,106.0,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-51746685969_104700/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-51746685969_104700/,40.4519976,-3.6838775
113,Chalet en calle Bellatrix,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),8500.0,6.0,7.0,650.0,650.0,600.0,https://www.pisos.com/alquilar/chalet-moncloa_aravaca_aravaca28023-945856909558165_109700/,https://www.pisos.com/alquilar/chalet-moncloa_aravaca_aravaca28023-945856909558165_109700/,40.4566327,-3.7704782
114,Piso en Alcorcon,Valderas-Los Castillos-Parque Lisboa (Alcorcón),1200.0,2.0,2.0,100.0,100.0,71.0,https://www.pisos.com/alquilar/piso-valderas_los_castillos_parque_lisboa28924-46729218667_105700/,https://www.pisos.com/alquilar/piso-valderas_los_castillos_parque_lisboa28924-46729218667_105700/,40.3462487,-3.8097918
115,Piso en Opañel,Opañel (Distrito Carabanchel. Madrid Capital),1050.0,2.0,1.0,55.0,55.0,,https://www.pisos.com/alquilar/piso-opanel28019-53370782085_100200/,https://www.pisos.com/alquilar/piso-opanel28019-53370782085_100200/,40.3937331,-3.7228214
116,Piso en San Nicasio - Ensanche S,San Nicasio-Campo de Tiro-Solagua (Leganés),1500.0,4.0,2.0,132.0,132.0,110.0,https://www.pisos.com/alquilar/piso-san_nicasio_campo_de_tiro_solagua28913-52566052969_106000/,https://www.pisos.com/alquilar/piso-san_nicasio_campo_de_tiro_solagua28913-52566052969_106000/,40.3332275,-3.77701
117,Piso en calle de los Misterios,Quintana (Distrito Ciudad Lineal. Madrid Capital),995.0,1.0,38.0,2.0,38.0,30.0,https://www.pisos.com/alquilar/piso-ciudad_lineal_quintana-50886492452_108900/,https://www.pisos.com/alquilar/piso-ciudad_lineal_quintana-50886492452_108900/,40.4401739,-3.640859
118,Piso en Madrid,Castellana (Distrito Salamanca. Madrid Capital),6000.0,4.0,4.0,264.0,264.0,,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-25869676436_100500/,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-25869676436_100500/,40.437635,-3.6867181
119,Piso en calle de Granada,Pacífico (Distrito Retiro. Madrid Capital),1650.0,2.0,1.0,95.0,95.0,90.0,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-27546722797_100500/,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-27546722797_100500/,40.4046449,-3.6783807
120,Piso en Ayuntamiento,Casco Antiguo (San Sebastián de los Reyes),1050.0,1.0,1.0,65.0,65.0,54.0,https://www.pisos.com/alquilar/piso-san_sebastian_de_los_reyes_casco_antiguo28703-52546709430_103800/,https://www.pisos.com/alquilar/piso-san_sebastian_de_los_reyes_casco_antiguo28703-52546709430_103800/,40.547387123,-3.623923584
121,"Piso en calle Luis Astrana Marín, 12","San Isidro, Estación (Distrito Centro. Alcalá de Henares)",1500.0,3.0,2.0,180.0,180.0,,https://www.pisos.com/alquilar/piso-san_isidro_estacion28807-51724014546_100500/,https://www.pisos.com/alquilar/piso-san_isidro_estacion28807-51724014546_100500/,40.4858,-3.37052
122,Piso en Goya,Goya (Distrito Barrio de Salamanca. Madrid Capital),4000.0,3.0,2.0,120.0,120.0,120.0,https://www.pisos.com/alquilar/piso-goya28001-51763164773_108900/,https://www.pisos.com/alquilar/piso-goya28001-51763164773_108900/,40.4244641,-3.6774154
123,Piso en Avenida Donostiarra,Concepción (Distrito Ciudad Lineal. Madrid Capital),1500.0,3.0,1.0,76.0,76.0,,https://www.pisos.com/alquilar/piso-concepcion-50889309798_100200/,https://www.pisos.com/alquilar/piso-concepcion-50889309798_100200/,40.4346077,-3.657516
124,Piso en Hispanoamérica,Hispanoamérica (Distrito Chamartín. Madrid Capital),3400.0,3.0,3.0,185.0,185.0,,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-51682995645_108500/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-51682995645_108500/,40.4546843,-3.6781909
125,Piso en Delicias,Delicias (Distrito Arganzuela. Madrid Capital),1500.0,3.0,1.0,61.0,61.0,,https://www.pisos.com/alquilar/piso-arganzuela_delicias-52516734224_100200/,https://www.pisos.com/alquilar/piso-arganzuela_delicias-52516734224_100200/,40.3975864,-3.6940886
130,Piso en calle Castella,Castellana (Distrito Salamanca. Madrid Capital),2980.0,2.0,2.0,118.0,118.0,100.0,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-19261761023_517093/,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-19261761023_517093/,40.43718956445691,-3.6806492473172328
131,Estudio en calle de Fuerteventura,Rosa Luxemburgo-Padrerón-Polígono Industrial Norte (San Sebastián de los Reyes),925.0,1.0,1.0,36.0,36.0,30.0,https://www.pisos.com/alquilar/estudio-rosa_luxemburgo_padreron_poligono_industrial_norte-53350991848_103800/,https://www.pisos.com/alquilar/estudio-rosa_luxemburgo_padreron_poligono_industrial_norte-53350991848_103800/,40.5552013,-3.622461
132,Apartamento en calle del Pretil de Los Consejos,Palacio (Distrito Centro. Madrid Capital),1900.0,2.0,2.0,89.0,89.0,,https://www.pisos.com/alquilar/apartamento-centro_palacio28005-51748641491_101800/,https://www.pisos.com/alquilar/apartamento-centro_palacio28005-51748641491_101800/,40.4143119,-3.7127407
133,Piso en calle de la Cañada Real,Los Negrales (Collado Villalba),1400.0,3.0,2.0,110.0,110.0,84.0,https://www.pisos.com/alquilar/piso-collado_villalba_los_negrales-51679714423_107700/,https://www.pisos.com/alquilar/piso-collado_villalba_los_negrales-51679714423_107700/,40.6343,-4.01464
134,Piso en calle J. Antonio Navarrete,Piovera (Distrito Hortaleza. Madrid Capital),1600.0,2.0,90.0,3.0,90.0,,https://www.pisos.com/alquilar/piso-piovera28043-53343887089_108900/,https://www.pisos.com/alquilar/piso-piovera28043-53343887089_108900/,40.4627328,-3.6469744
135,Chalet en Las Matas-Los Peñascales,Las Matas-Los Peñascales (Las Rozas de Madrid),4000.0,5.0,2.0,696.0,696.0,,https://www.pisos.com/alquilar/chalet-las_matas_los_penascales28290-51708500108_101800/,https://www.pisos.com/alquilar/chalet-las_matas_los_penascales28290-51708500108_101800/,40.5646215,-3.8985632
136,Piso en El Soto de la Moraleja,El Soto de la Moraleja (La Moraleja),5500.0,5.0,5.0,278.0,278.0,,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-51740476026_108500/,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-51740476026_108500/,40.519909,-3.6448465
137,Piso en calle Doctor Castroviejo,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),1220.0,1.0,70.0,1.0,70.0,49.0,https://www.pisos.com/alquilar/piso-penagrande28035-52514002683_108900/,https://www.pisos.com/alquilar/piso-penagrande28035-52514002683_108900/,40.4735429,-3.7242565
138,Chalet en Majadahonda / Monte El Pilar,Zona Monte del Pilar (Majadahonda),4000.0,6.0,3.0,355.0,355.0,,https://www.pisos.com/alquilar/chalet-zona_monte_del_pilar28221-48346731966_100500/,https://www.pisos.com/alquilar/chalet-zona_monte_del_pilar28221-48346731966_100500/,40.4682404,-3.8618932
139,Piso en Avenida de La Rioja,Núcleo Urbano (Villanueva de la Cañada),1030.0,1.0,50.0,2.0,50.0,,https://www.pisos.com/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-51764593687_108900/,https://www.pisos.com/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-51764593687_108900/,40.4350832,-3.9979181
140,Piso en calle de Cefeo,Sur-Este (Móstoles),1055.0,2.0,70.0,3.0,70.0,55.0,https://www.pisos.com/alquilar/piso-sur_este28938-52596531526_108900/,https://www.pisos.com/alquilar/piso-sur_este28938-52596531526_108900/,40.3058307,-3.8694749
141,"Piso en calle de la Jacaranda, 10",Atocha (Distrito Arganzuela. Madrid Capital),2100.0,2.0,2.0,85.0,85.0,,https://www.pisos.com/alquilar/piso-atocha28045-4683894822_109700/,https://www.pisos.com/alquilar/piso-atocha28045-4683894822_109700/,40.398584,-3.6779918
142,Piso en calle de Esteban Palacios,Piovera (Distrito Hortaleza. Madrid Capital),1695.0,2.0,97.0,1.0,,,https://www.pisos.com/alquilar/piso-piovera28043-50850204444_108900/,https://www.pisos.com/alquilar/piso-piovera28043-50850204444_108900/,,
143,Piso en calle de José Rizal,Piovera (Distrito Hortaleza. Madrid Capital),1920.0,3.0,108.0,2.0,108.0,,https://www.pisos.com/alquilar/piso-piovera28043-49231344199_108900/,https://www.pisos.com/alquilar/piso-piovera28043-49231344199_108900/,40.4627328,-3.6469744
144,Chalet en Monte Rozas,El Cantizal (Las Rozas de Madrid),3200.0,3.0,2.0,213.0,213.0,213.0,https://www.pisos.com/alquilar/chalet-el_cantizal-52513473368_107700/,https://www.pisos.com/alquilar/chalet-el_cantizal-52513473368_107700/,40.523122,-3.9206242
145,Piso en calle del S. Domingo de Silos,Buenos Aires-Cañada Real de Toledo-Puerta de Pinto (Pinto),1095.0,2.0,79.0,2.0,79.0,55.0,https://www.pisos.com/alquilar/piso-buenos_aires_canada_real_de_toledo_puerta_de_pinto-52501481302_108900/,https://www.pisos.com/alquilar/piso-buenos_aires_canada_real_de_toledo_puerta_de_pinto-52501481302_108900/,40.2487975,-3.6911644
146,Piso en calle Josefa F. Buterga,San Isidro (Distrito Carabanchel. Madrid Capital),1580.0,2.0,101.0,1.0,101.0,66.0,https://www.pisos.com/alquilar/piso-carabanchel_san_isidro28019-50881294258_108900/,https://www.pisos.com/alquilar/piso-carabanchel_san_isidro28019-50881294258_108900/,40.3987324,-3.7194464
147,Apartamento en calle Corredera Baja de San Pablo,Universidad-Malasaña (Distrito Centro. Madrid Capital),3030.0,1.0,1.0,84.0,84.0,,https://www.pisos.com/alquilar/apartamento-universidad_malasana28004-38397852616_101800/,https://www.pisos.com/alquilar/apartamento-universidad_malasana28004-38397852616_101800/,40.4235568,-3.7024484
149,Piso en Comillas,Comillas (Distrito Carabanchel. Madrid Capital),1200.0,2.0,2.0,80.0,80.0,,https://www.pisos.com/alquilar/piso-carabanchel_comillas28019-51685732146_108900/,https://www.pisos.com/alquilar/piso-carabanchel_comillas28019-51685732146_108900/,40.3948892,-3.7144628
150,Piso en calle Estocolmo,Parque Oeste-Fuente Cisneros-Campodón (Alcorcón),1070.0,1.0,64.0,1.0,,,https://www.pisos.com/alquilar/piso-parque_oeste_fuente_cisneros_campodon-51716057196_108900/,https://www.pisos.com/alquilar/piso-parque_oeste_fuente_cisneros_campodon-51716057196_108900/,,
152,Apartamento en calle de Javier Ferrero,Ciudad Jardín (Distrito Chamartín. Madrid Capital),3000.0,2.0,2.0,96.0,96.0,,https://www.pisos.com/alquilar/apartamento-chamartin_ciudad_jardin28002-51695122631_101800/,https://www.pisos.com/alquilar/apartamento-chamartin_ciudad_jardin28002-51695122631_101800/,40.4484386,-3.6710249
153,Apartamento en Imperial,Imperial (Distrito Arganzuela. Madrid Capital),1790.0,2.0,2.0,81.0,81.0,,https://www.pisos.com/alquilar/apartamento-imperial28005-44219092267_101800/,https://www.pisos.com/alquilar/apartamento-imperial28005-44219092267_101800/,40.400717308,-3.720551487
155,Piso en calle de Méndez Álvaro,Delicias (Distrito Arganzuela. Madrid Capital),1800.0,3.0,101.0,3.0,101.0,76.0,https://www.pisos.com/alquilar/piso-arganzuela_delicias-53429851875_108900/,https://www.pisos.com/alquilar/piso-arganzuela_delicias-53429851875_108900/,40.4003067,-3.6851347
160,Piso en Argüelles,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),1400.0,53.0,5.0,,,,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-51749219875_100200/,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-51749219875_100200/,,
161,Piso en calle de Francisco Remiro,Guindalera (Distrito Salamanca. Madrid Capital),1005.0,48.0,2.0,,48.0,33.0,https://www.pisos.com/alquilar/piso-guindalera28028-52552209447_108900/,https://www.pisos.com/alquilar/piso-guindalera28028-52552209447_108900/,40.4380288,-3.6690041
167,Piso en calle de San Juan de Ortega,Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital),1485.0,2.0,93.0,4.0,,,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-52518167068_108900/,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-52518167068_108900/,,
170,Piso en calle de Andrés de Urdaneta,Legazpi (Distrito Arganzuela. Madrid Capital),1665.0,2.0,98.0,3.0,98.0,68.0,https://www.pisos.com/alquilar/piso-legazpi_barrio28045-52563908587_108900/,https://www.pisos.com/alquilar/piso-legazpi_barrio28045-52563908587_108900/,40.3889245,-3.6926403
171,Piso en Concepción,Concepción (Distrito Ciudad Lineal. Madrid Capital),890.0,2.0,1.0,85.0,85.0,80.0,https://www.pisos.com/alquilar/piso-concepcion-92580015400_514429/,https://www.pisos.com/alquilar/piso-concepcion-92580015400_514429/,40.4432053,-3.642051847
172,Piso en calle del Calcio,Butarque (Distrito Villaverde. Madrid Capital),950.0,32.0,6.0,,32.0,,https://www.pisos.com/alquilar/piso-butarque28021-52599970631_108900/,https://www.pisos.com/alquilar/piso-butarque28021-52599970631_108900/,40.3491953,-3.6777465
173,Piso en calle Colonial,La Rábida-Indiana-La Calera (Pinto),850.0,1.0,36.0,1.0,36.0,36.0,https://www.pisos.com/alquilar/piso-la_rabida_indiana_la_calera-52566597423_108900/,https://www.pisos.com/alquilar/piso-la_rabida_indiana_la_calera-52566597423_108900/,40.243054063,-3.702802861
174,Apartamento en Castellana,Castellana (Distrito Salamanca. Madrid Capital),4400.0,3.0,2.0,170.0,170.0,,https://www.pisos.com/alquilar/apartamento-salamanca_castellana28006-50928587662_101800/,https://www.pisos.com/alquilar/apartamento-salamanca_castellana28006-50928587662_101800/,40.4374922,-3.6840514
175,Piso en calle de la Condesa del Venadito,San Pascual (Distrito Ciudad Lineal. Madrid Capital),1585.0,2.0,92.0,3.0,92.0,70.0,https://www.pisos.com/alquilar/piso-ciudad_lineal_san_pascual28027-53390194759_108900/,https://www.pisos.com/alquilar/piso-ciudad_lineal_san_pascual28027-53390194759_108900/,40.4444295,-3.6535355
177,Apartamento en Embajadores-Lavapiés,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),1050.0,1.0,1.0,60.0,60.0,58.0,https://www.pisos.com/alquilar/apartamento-centro_embajadores_lavapies28012-52500365062_998331/,https://www.pisos.com/alquilar/apartamento-centro_embajadores_lavapies28012-52500365062_998331/,40.4082545,-3.6981199
178,Piso en calle de Fuente del Saz,Hispanoamérica (Distrito Chamartín. Madrid Capital),1190.0,50.0,3.0,,50.0,,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-49222438027_108900/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-49222438027_108900/,40.4535031,-3.6803195
179,Piso en Avenida del Papa Negro,Canillas (Distrito Hortaleza. Madrid Capital),985.0,36.0,1.0,,36.0,,https://www.pisos.com/alquilar/piso-hortaleza_canillas28043-53381762972_108900/,https://www.pisos.com/alquilar/piso-hortaleza_canillas28043-53381762972_108900/,40.4580009,-3.6240151
180,Estudio en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),760.0,1.0,28.0,,,,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-20046665646_518978/,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-20046665646_518978/,,
181,Piso en calle de San Benito,Almenara (Distrito Tetuán. Madrid Capital),1045.0,48.0,1.0,,48.0,35.0,https://www.pisos.com/alquilar/piso-tetuan_almenara28029-52592407025_108900/,https://www.pisos.com/alquilar/piso-tetuan_almenara28029-52592407025_108900/,40.469121171,-3.693065052
182,Piso en calle de Vicente Morales,Piovera (Distrito Hortaleza. Madrid Capital),2450.0,3.0,132.0,4.0,132.0,,https://www.pisos.com/alquilar/piso-piovera28043-52594308155_108900/,https://www.pisos.com/alquilar/piso-piovera28043-52594308155_108900/,40.4620247,-3.6362116
183,Ático en Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),3500.0,2.0,3.0,127.0,127.0,,https://www.pisos.com/alquilar/atico-universidad_malasana28004-38361203719_101800/,https://www.pisos.com/alquilar/atico-universidad_malasana28004-38361203719_101800/,40.4280774,-3.7041591
184,Piso en calle del Embalse de Navacerrada,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),1295.0,2.0,67.0,1.0,67.0,56.0,https://www.pisos.com/alquilar/piso-ensanche_de_vallecas_valdecarros28051-52592152844_108900/,https://www.pisos.com/alquilar/piso-ensanche_de_vallecas_valdecarros28051-52592152844_108900/,40.3624874,-3.6022245
185,Piso en Avenida del Ensanche de Vallecas,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),1310.0,2.0,82.0,3.0,82.0,,https://www.pisos.com/alquilar/piso-ensanche_de_vallecas_valdecarros28051-53379698776_108900/,https://www.pisos.com/alquilar/piso-ensanche_de_vallecas_valdecarros28051-53379698776_108900/,40.3635285,-3.5999601
187,Piso en Centro,Centro (Colmenar Viejo),750.0,1.0,1.0,68.0,68.0,54.0,https://www.pisos.com/alquilar/piso-colmenar_viejo_centro-52573537595_101000/,https://www.pisos.com/alquilar/piso-colmenar_viejo_centro-52573537595_101000/,40.6592644,-3.7687294
188,Piso en Paseo de la Castellana,Almenara (Distrito Tetuán. Madrid Capital),1800.0,2.0,103.0,8.0,103.0,75.0,https://www.pisos.com/alquilar/piso-tetuan_almenara28046-50001157154_108900/,https://www.pisos.com/alquilar/piso-tetuan_almenara28046-50001157154_108900/,40.46732691,-3.689402045
190,Piso en calle de José Miguel Guridi,Piovera (Distrito Hortaleza. Madrid Capital),2045.0,3.0,107.0,4.0,107.0,,https://www.pisos.com/alquilar/piso-piovera28043-50040726462_108900/,https://www.pisos.com/alquilar/piso-piovera28043-50040726462_108900/,40.4602845,-3.6351099
191,Casa adosada en calle Bellatrix,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),8400.0,5.0,7.0,650.0,650.0,,https://www.pisos.com/alquilar/casa_adosada-moncloa_aravaca_aravaca28023-46755846428_101800/,https://www.pisos.com/alquilar/casa_adosada-moncloa_aravaca_aravaca28023-46755846428_101800/,40.4611696,-3.7737768
192,Apartamento en Trafalgar,Trafalgar (Distrito Chamberí. Madrid Capital),8000.0,3.0,4.0,204.0,204.0,,https://www.pisos.com/alquilar/apartamento-trafalgar28010-38406054757_101800/,https://www.pisos.com/alquilar/apartamento-trafalgar28010-38406054757_101800/,40.4284011,-3.69842
194,Apartamento en Rosa Luxemburgo-Padrerón-Polígono Industrial Norte,Rosa Luxemburgo-Padrerón-Polígono Industrial Norte (San Sebastián de los Reyes),1150.0,1.0,58.0,1.0,58.0,,https://www.pisos.com/alquilar/apartamento-rosa_luxemburgo_padreron_poligono_industrial_norte-51737773107_101800/,https://www.pisos.com/alquilar/apartamento-rosa_luxemburgo_padreron_poligono_industrial_norte-51737773107_101800/,40.5557359,-3.6211003
195,"Piso en calle del Pintor Ignacio Zuloaga, 4",Sanchinarro (Distrito Hortaleza. Madrid Capital),1180.0,1.0,1.0,51.0,51.0,,https://www.pisos.com/alquilar/piso-sanchinarro28050-45882690937_100500/,https://www.pisos.com/alquilar/piso-sanchinarro28050-45882690937_100500/,40.4855,-3.65183
196,Piso en Chamberi,Río Rosas (Distrito Chamberí. Madrid Capital),1000.0,1.0,1.0,40.0,40.0,,https://www.pisos.com/alquilar/piso-rios_rosas28003-51679213939_108900/,https://www.pisos.com/alquilar/piso-rios_rosas28003-51679213939_108900/,40.4442243,-3.698462
197,Piso en calle C. de Villafranca,Guindalera (Distrito Salamanca. Madrid Capital),1900.0,3.0,1.0,94.0,94.0,,https://www.pisos.com/alquilar/piso-guindalera28028-52544409567_101800/,https://www.pisos.com/alquilar/piso-guindalera28028-52544409567_101800/,,
